pmid	journal	doi	text_path
31387630	Genome Biol	10.1186/s13059-019-1773-5	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_31387630.txt
33128571	Eur J Nucl Med Mol Imaging	10.1007/s00259-020-05081-6	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_33128571.txt
33495850	Support Care Cancer	10.1007/s00520-021-06013-2	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_33495850.txt
33662003	PLoS One	10.1371/journal.pone.0247905	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_33662003.txt
33771725	Infect Genet Evol	10.1016/j.meegid.2021.104816	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_33771725.txt
33827643	Hered Cancer Clin Pract	10.1186/s13053-021-00181-2	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_33827643.txt
34006865	Nat Commun	10.1038/s41467-021-23029-8	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34006865.txt
34158863	Theranostics	10.7150/thno.59196	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34158863.txt
34256782	Radiat Oncol	10.1186/s13014-021-01853-y	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34256782.txt
34357350	Metabolites	10.3390/metabo11070456	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34357350.txt
34442626	Microorganisms	10.3390/microorganisms9081548	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34442626.txt
34539647	Front Immunol	10.3389/fimmu.2021.715559	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34539647.txt
34595105	Front Oncol	10.3389/fonc.2021.650026	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34595105.txt
34639088	Int J Mol Sci	10.3390/ijms221910747	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34639088.txt
34771584	Cancers (Basel)	10.3390/cancers13215421	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34771584.txt
34830904	Cancers (Basel)	10.3390/cancers13225750	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34830904.txt
34944631	Biomedicines	10.3390/biomedicines9121815	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34944631.txt
34975790	Front Microbiol	10.3389/fmicb.2021.765291	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34975790.txt
35012354	mBio	10.1128/mbio.03161-21	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_35012354.txt
35115689	Nat Genet	10.1038/s41588-021-00991-z	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_35115689.txt
35212644	Aging (Albany NY)	10.18632/aging.203914	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_35212644.txt
35688320	Cell Mol Gastroenterol Hepatol	10.1016/j.jcmgh.2022.05.010	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_35688320.txt
36412281	Integr Cancer Ther	10.1177/15347354221138534	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_36412281.txt
36719190	Microbiol Spectr	10.1128/spectrum.02819-22	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_36719190.txt
36877086	Microbiol Spectr	10.1128/spectrum.02065-22	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_36877086.txt
36998438	Front Oncol	10.3389/fonc.2023.1001819	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_36998438.txt
37058886	Neoplasia	10.1016/j.neo.2023.100901	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37058886.txt
37162590	Parasitol Res	10.1007/s00436-023-07842-2	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37162590.txt
37202560	Nat Med	10.1038/s41591-023-02324-5	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37202560.txt
37291572	J Transl Med	10.1186/s12967-023-04119-1	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37291572.txt
37325561	Front Cell Dev Biol	10.3389/fcell.2023.1168693	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37325561.txt
37387515	Cancer Med	10.1002/cam4.6281	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37387515.txt
37504267	Curr Issues Mol Biol	10.3390/cimb45070351	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37504267.txt
37553874	Chin Med J (Engl)	10.1097/CM9.0000000000002752	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37553874.txt
37596621	Gut Pathog	10.1186/s13099-023-00566-9	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37596621.txt
37619934	J Adv Res	10.1016/j.jare.2023.08.014	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37619934.txt
37675425	Front Microbiol	10.3389/fmicb.2023.1238199	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37675425.txt
37789383	Mol Cancer	10.1186/s12943-023-01869-w	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37789383.txt
37814323	J Transl Med	10.1186/s12967-023-04527-3	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37814323.txt
37894093	Microorganisms	10.3390/microorganisms11102437	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37894093.txt
37965445	Front Oncol	10.3389/fonc.2023.1212812	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37965445.txt
38027096	Front Endocrinol (Lausanne)	10.3389/fendo.2023.1152514	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_38027096.txt
38074097	Front Mol Biosci	10.3389/fmolb.2023.1327893	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_38074097.txt
38138101	Microorganisms	10.3390/microorganisms11122957	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_38138101.txt
38375206	Front Oncol	10.3389/fonc.2023.1313735	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_38375206.txt
