pmid	verdict	confidence	c1_primary	c2_stool_metagen	c3_case_control	c4_illumina	c5_human	substrate	technology	platform	species	design	disease	mixed_content	reasoning_path
35004303	PARTIAL	HIGH	PASS	PASS	PARTIAL	PASS	PASS	stool	16S	Illumina-MiSeq	human	cross-sectional-case-control	CRC+esophageal+gastric	CRC-subset=44/130-vs-147-healthy	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35004303.md
35096207	OUT-OF-SCOPE	HIGH	FAIL	FAIL	FAIL	FAIL	PASS	TCGA-tissue	RNAseq-derived-microbiome	none	human	high-vs-low-risk-in-CRC	CRC	TCGA-reanalysis	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35096207.md
35211486	OUT-OF-SCOPE	HIGH	PASS	FAIL	PASS	NOT-STATED	PASS	mucosal-biopsy	16S	unknown	human	cross-sectional-case-control	CRC	biopsy-only	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35211486.md
35638103	OUT-OF-SCOPE	HIGH	PASS	PASS	FAIL	NOT-STATED	PASS	stool	16S	unknown	human	cross-sectional-case-control	IBD(6-CRC-cases)	IBD-not-CRC-scope	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35638103.md
36369736	IN-SCOPE	HIGH	PASS	PASS	PASS	PASS	PASS	stool	16S	Illumina-MiSeq	human	cross-sectional-case-control	CRC+adenoma		/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36369736.md
36656381	PARTIAL	HIGH	PASS	PASS	PARTIAL	PASS	PASS	stool	16S	Illumina-MiSeq-PE300	human	longitudinal+baseline-case-control	rectal-cancer	small-N=5+5	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36656381.md
36864380	UNCERTAIN	LOW	PASS	PASS	PASS	NOT-STATED	PASS	stool	16S	unknown	human	cross-sectional-case-control	colon-cancer	supp-only-text-extraction	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36864380.md
36989208	OUT-OF-SCOPE	HIGH	PASS	PASS	FAIL	NOT-STATED	PASS	stool	16S	unknown	human	cross-sectional-case-control	Blastocystis		/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36989208.md
37051296	OUT-OF-SCOPE	HIGH	PASS	PASS	FAIL	NOT-STATED	PASS	stool	shotgun-WGS	unknown	human	irAE-stratification	GI-cancer-mixed	no-healthy-control	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37051296.md
37131219	OUT-OF-SCOPE	HIGH	PARTIAL	FAIL	PARTIAL	PARTIAL	PASS	tumor-tissue	RNAseq-derived-microbiome	Illumina	human	molecular-strata-in-CRC	CRC	tissue+TCGA-reanalysis	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37131219.md
37190160	OUT-OF-SCOPE	HIGH	PASS	PASS	FAIL	NOT-STATED	PARTIAL	stool	16S	unknown	mixed-human-and-mouse	dietary-intervention	CRC-survivors	mouse+human-survivors-intervention	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37190160.md
37283932	OUT-OF-SCOPE	HIGH	FAIL	FAIL	FAIL	NOT-STATED	PASS	stool(reused)	shotgun-WGS(reused)	various	human	reanalysis	CRC	reanalysis-of-8-public-cohorts	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37283932.md
37325051	OUT-OF-SCOPE	HIGH	PASS	FAIL	PASS	FAIL	PASS	fecal+mucosal	qPCR	none	human	cross-sectional-case-control	CRC+dysplasia	qPCR-not-16S/WGS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37325051.md
37380012	OUT-OF-SCOPE	HIGH	PASS	FAIL	PASS	FAIL	PASS	biopsy-isolates	PCR-typing	none	human	cross-sectional-case-control	CRC+pre-CRC	isolate-PCR-not-community-seq	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37380012.md
37490156	OUT-OF-SCOPE	HIGH	PASS	FAIL	PASS	FAIL	PASS	plasma	HPLC-metabolomics	none	human	cross-sectional-case-control	5-cancers-mixed	no-microbiome-seq	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37490156.md
37548332	OUT-OF-SCOPE	HIGH	FAIL	FAIL	FAIL	NOT-STATED	PASS	stool(reused)	shotgun-WGS(reused)	various	human	reanalysis	CRC	reanalysis-curatedMetagenomicData	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37548332.md
37593761	OUT-OF-SCOPE	HIGH	PASS	FAIL	PARTIAL	NOT-STATED	PASS	mucosal-tissue	16S+shotgun	unknown	human	tumor-vs-adjacent-normal	CRC	tissue-only-no-stool	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37593761.md
37614602	IN-SCOPE	HIGH	PASS	PASS	PASS	PASS	PASS	stool	16S+ITS	Illumina-HiSeq	human	cross-sectional-case-control	CRC+CRA(+PP)	PP-subset-out-of-scope;ITS-fungal-alongside-16S	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37614602.md
37655344	OUT-OF-SCOPE	HIGH	PASS	PARTIAL	PASS	FAIL	PASS	stool+saliva	16S-full-length	PacBio-Sequel	human	cross-sectional-case-control	colorectal-polyps	PacBio-not-Illumina	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37655344.md
37766594	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	FAIL	mouse	16S	unknown	mouse	KO-vs-WT-intervention	CRC-mouse-model	mouse-only	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37766594.md
37813000	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	FAIL	stool(mouse)	16S	unknown	mixed(mouse-microbiome+human-serum/TCGA)	mouse-KO+diet	CRC-mouse-model	mouse-microbiome-only	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37813000.md
37892474	OUT-OF-SCOPE	HIGH	FAIL	FAIL	FAIL	NOT-STATED	PASS	stool(reused)	16S(reused)	various	human	meta-analysis	cholecystectomy	reanalysis+non-CRC	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37892474.md
37951129	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	PASS	tumor+WBC+plasma	cancer-panel-NGS	unknown	human	CRC-MRD-cohort	CRC-localized	not-microbiome	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37951129.md
38022530	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	PASS	appendix	16S	unknown	human	cross-sectional-case-control	PDAC	appendix-not-stool;PDAC-not-CRC	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38022530.md
38067377	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	PASS	tumor+cells	WES+RNAseq	unknown	human	case-report+sys-review	endometrial-cancer	not-microbiome	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38067377.md
38111646	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	FAIL	dairy-isolates	16S-ID	none	other:dairy+cell-line	strain-characterization	none	probiotic-isolate-not-cohort	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38111646.md
38357363	UNCERTAIN	LOW	NOT-STATED	NOT-STATED	NOT-STATED	NOT-STATED	NOT-STATED	unknown	unknown	unknown	unknown	unknown	unknown	text-only-supp-fig	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38357363.md
29642940	UNCERTAIN	LOW	NOT-STATED	NOT-STATED	NOT-STATED	NOT-STATED	NOT-STATED	unknown	unknown	unknown	unknown	unknown	unknown	text-only-supp-fig	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29642940.md
