pmid	verdict	confidence	c1_primary	c2_stool_metagen	c3_case_control	c4_illumina	c5_human	substrate	technology	platform	species	design	disease	mixed_content	reasoning_path
33771725	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	PASS	PASS	blood-culture-isolate	isolate-genome-WGS	Illumina HiSeq	human	other-single-isolate-case-report	CRC (single isolate)		/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33771725.md
30472682	IN-SCOPE	HIGH	PASS	PASS	PASS	PASS	PASS	stool	shotgun-WGS	Illumina HiSeq 2000	human	cross-sectional-case-control	CRC+adenoma	German/French V2 cohort is public re-analysis for validation only	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30472682.md
30796721	PARTIAL	MEDIUM	PASS	PASS	FAIL	NOT-STATED	PASS	stool	16S	not stated	human	longitudinal	CRC-only-longitudinal-treatment	no healthy controls; CRC-only baseline+surgery+5 chemo cycles	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30796721.md
30972034	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	FAIL	rat-fecal-slurry-in-vitro	16S	not stated	rat-in-vitro	other-in-vitro-dose-response	none		/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30972034.md
31068913	OUT-OF-SCOPE	HIGH	FAIL	PASS	PASS	PASS	PASS	stool	shotgun-WGS	Illumina	human	cross-sectional-case-control	CRC+adenoma	reanalysis of Zeller 2014 ENA ERP005534/ERP008729	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31068913.md
31191599	OUT-OF-SCOPE	HIGH	FAIL	PASS	PASS	PARTIAL	PASS	stool	16S	various (constituent studies)	human	cross-sectional-case-control	CRC+adenoma	reanalysis of 7 published CRC 16S cohorts (Zeller/Baxter/Flemer/Hale/Deng/Mori)	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31191599.md
31254442	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	PASS	cfDNA-and-FFPE-tumor	host-mutation-amplicon	not stated	human	other-host-mutation-profiling	CRC	host DNA mutation panel; not microbiome	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31254442.md
31311881	OUT-OF-SCOPE	HIGH	PASS	FAIL	PASS	NOT-STATED	PASS	biopsy-crypt-LCM	16S	not stated	human	cross-sectional-case-control	CRC	no stool; all crypt/mucosa biopsy	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31311881.md
31387630	OUT-OF-SCOPE	HIGH	FAIL	PASS	PASS	PASS	PASS	stool	shotgun-WGS	Illumina (constituent)	human	cross-sectional-case-control	CRC+T2D+cirrhosis	software/methods paper reanalyzing 4 public datasets	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31387630.md
33128571	OUT-OF-SCOPE	HIGH	PASS	PASS	FAIL	NOT-STATED	PASS	stool	shotgun-WGS	not stated	human	other-NSCLC-subgroups	NSCLC		/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33128571.md
33495850	PARTIAL	MEDIUM	PASS	PASS	FAIL	NOT-STATED	PASS	stool	16S	not stated	human	cross-sectional-case-control-CRC-only-stratified	CRC-rectal-only	CRC-only stratified by fatigue at end of CRT	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33495850.md
33662003	OUT-OF-SCOPE	HIGH	PASS	PARTIAL	FAIL	NOT-STATED	PASS	rectal-swab	16S	not stated	human	longitudinal	gynecologic-cancer	rectal-swab-proxy; longitudinal on CRT	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33662003.md
33827643	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	PASS	PASS	germline-DNA	host-WGS/WES	Illumina NovaSeq 6000	human	other-pedigree-linkage	rectal-cancer-family	host genetics not microbiome	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33827643.md
34006865	OUT-OF-SCOPE	HIGH	FAIL	PASS	PASS	PASS	PASS	stool	shotgun-WGS	Illumina (constituent)	human	cross-sectional-case-control	7 diseases (CRC + IBD + T2D + T1D + LC + others)	meta-analysis of curated public metagenomes; extracted text is peer-review	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34006865.md
34158863	OUT-OF-SCOPE	HIGH	PARTIAL	FAIL	FAIL	NOT-STATED	FAIL	mixed	16S	not stated	mixed-human-and-mouse	other-drug-repurposing	IBD	new 16S on mice; human data is reanalysis of public IBDMDB	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34158863.md
34256782	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	PASS	tumor-biopsy	host-panel-WES-methylation	not stated	human	other-CRC-only-pathCR-vs-poor-response	rectal-cancer	host mutation profiling not microbiome	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34256782.md
34357350	OUT-OF-SCOPE	HIGH	FAIL	FAIL	FAIL	NOT-STATED	FAIL	none	computational-metabolic-model	none	computational-only	other-computational-modeling	CRC	GEM/FBA modeling; no sequencing	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34357350.md
34442626	IN-SCOPE	HIGH	PASS	PASS	PASS	NOT-STATED	PASS	stool	16S	not stated (Illumina implied)	human	cross-sectional-case-control	CRC+polyps		/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34442626.md
34539647	OUT-OF-SCOPE	HIGH	PASS	FAIL	PARTIAL	PASS	PASS	biopsy-mucosa	16S	Illumina	human	other-tumor-vs-adjacent-normal-paired	CRC	no stool; paired mucosa within CRC patients	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34539647.md
34595105	IN-SCOPE	HIGH	PASS	PASS	PASS	NOT-STATED	PASS	stool	16S	not stated	human	cross-sectional-case-control	CRC	stool bulk microbiome + stool-derived EVs	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34595105.md
34639088	OUT-OF-SCOPE	HIGH	PASS	FAIL	PASS	NOT-STATED	PASS	biopsy-mucosa	16S	not stated	human	cross-sectional-case-control	CRC	no stool; mucosal biopsy 20 CRC + 20 HC	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34639088.md
34771584	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	PASS	tissue-FFPE-and-FF	16S	not stated	human	other-FFPE-vs-FF-methodology	CRC	10 paired FFPE/FF tumor tissue methodology paper	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34771584.md
34830904	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	FAIL	PASS	tumor-tissue	host-mutation-panel	Ion Torrent Proton	human	other-mCRC-only	CRC-metastatic	host mutation panel not microbiome; Ion Torrent	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34830904.md
34944631	OUT-OF-SCOPE	HIGH	FAIL	FAIL	FAIL	NOT-STATED	PASS	tumor-expression	host-mutation-expression	not stated	human	other-CRC-subtyping-methodology	CRC	bioinformatics-only CMS/subtyping paper	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34944631.md
34975790	OUT-OF-SCOPE	HIGH	FAIL	PASS	PASS	PASS	PASS	stool	shotgun-WGS	Illumina (constituent)	human	cross-sectional-case-control	CRC	reanalysis of published gut metagenomes 382 CRC + 387 healthy	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34975790.md
35012354	OUT-OF-SCOPE	HIGH	FAIL	PASS	PASS	PASS	PASS	stool	16S	Illumina	human	cross-sectional-case-control	CRC-SRN	reanalysis of Baxter public 16S cohort	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35012354.md
35115689	OUT-OF-SCOPE	HIGH	PASS	PASS	FAIL	NOT-STATED	PASS	stool	shotgun-WGS	not stated	human	other-population-cohort-GWAS-with-incident-disease	multi-disease (CRC downstream endpoint only)	FR02 population GWAS N=5959; not a CRC case-control	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35115689.md
35212644	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	FAIL	mouse-gut	not stated (likely 16S)	not stated	mouse-only	intervention	CRC-mouse-liver-metastasis		/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35212644.md
35688320	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	FAIL	mouse-gut	not stated	not stated	mouse-only	intervention-mouse-model	CRC-IBD-mouse		/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35688320.md
36412281	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	FAIL	mouse-feces	16S+ITS	not stated	mouse-only	intervention	CAC-mouse-AOM-DSS		/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36412281.md
36719190	OUT-OF-SCOPE	MEDIUM	PASS	PARTIAL	FAIL	NOT-STATED	PASS	stool	mixed-16S-and-shotgun	not stated	human	cross-sectional-case-control-non-CRC	PJS-Peutz-Jeghers	text-file-supp-only; PJS hamartomatous polyps not classical CRC precancerous lesion	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36719190.md
36877086	OUT-OF-SCOPE	HIGH	FAIL	NOT-STATED	FAIL	NOT-STATED	PASS	unknown	16S	not stated	human	other-ML-methodology	various (Flynn/Forbes)	reanalysis of Flynn and Forbes public 16S; extracted text is peer review	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36877086.md
36998438	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	PASS	intestinal-lavage-fluid	16S	not stated	human	cross-sectional-CRC-only-stratified	rectal-cancer	intestinal lavage not stool	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36998438.md
37058886	PARTIAL	MEDIUM	PASS	PASS	FAIL	NOT-STATED	PASS	mixed	16S	not stated	human	cross-sectional-case-control-CRC-vs-AP	CRC+AP	saliva/tissue/stool multi-district; no HC; stool subset qualifies	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37058886.md
37162590	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	PARTIAL	Blastocystis-culture-supernatant	16S	not stated	human-isolate-source	other-in-vitro-antibiotic-treatment	Blastocystis-parasite		/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37162590.md
37202560	UNCERTAIN	LOW	NOT-STATED	NOT-STATED	NOT-STATED	NOT-STATED	NOT-STATED	unknown	unknown	not stated	unknown	unknown	unknown	text-file-empty-only-alpha-characters	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37202560.md
37291572	PARTIAL	MEDIUM	PASS	PASS	FAIL	NOT-STATED	PASS	stool	16S	not stated	human	cross-sectional-CRC-only-stratified-by-stage	CRC	CRC-only stage-stratified; no HC	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37291572.md
37325561	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	FAIL	mouse-mucosa	not stated	not stated	mouse-only	intervention-mouse-model	CRC-mouse-APC-polyposis		/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37325561.md
37387515	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	PASS	FFPE-tumor	host-WGS-mutation-profiling	not stated	human	other-mutational-typing	rectal-NEN	host tumor WGS not microbiome	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37387515.md
37504267	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	FAIL	mouse-feces	16S	not stated	mouse-only	intervention	DSS-colitis-mouse-IBD		/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37504267.md
37553874	PARTIAL	MEDIUM	PASS	PASS	FAIL	NOT-STATED	PASS	stool	shotgun-WGS	not stated	mixed-human-and-mouse	intervention-RCT	CRA-adenoma	human RCT on CRA + parallel ApcMin mouse work; NCT02226185	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37553874.md
37596621	PARTIAL	MEDIUM	PASS	PASS	FAIL	NOT-STATED	PASS	stool	16S	not stated	human	CRC-only-stratified-by-ileostomy-longitudinal	CRC	CRC-only ileostomy vs no; N=20; longitudinal t1/t2	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37596621.md
37619934	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	FAIL	cell-lines	western-blot-qPCR	not stated	cell-lines	other-cell-line-mechanistic	multi-cancer (ESCC/breast/CRC)		/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37619934.md
37675425	OUT-OF-SCOPE	HIGH	FAIL	PASS	PARTIAL	PASS	PASS	stool	16S-and-shotgun	Illumina (constituent)	human	cross-sectional-mCRC-vs-non-mCRC	CRC-mCRC	reanalysis of PRJNA531761 + Pasolli 2016 + Zeller 2014	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37675425.md
37789383	OUT-OF-SCOPE	MEDIUM	PASS	FAIL	FAIL	NOT-STATED	PASS	FIT-leftover-buffer	small-RNA-miRNA-sequencing	not stated	human	other-feasibility-methodology	CRC-screening	small-RNA feasibility not community metagenomics	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37789383.md
37814323	OUT-OF-SCOPE	HIGH	PARTIAL	PARTIAL	FAIL	NOT-STATED	PASS	mixed-tissue-and-stool	targeted-16S-and-qPCR	not stated	human	other-mechanistic-cell-line-plus-public-data	CRC	cell lines + TCGA/GEO + targeted Fn 16S	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37814323.md
37894093	OUT-OF-SCOPE	HIGH	PASS	PASS	FAIL	NOT-STATED	PASS	stool	16S-and-culturomics	not stated	human	cross-sectional-case-control-non-CRC	chronic-HBV		/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37894093.md
37965445	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	PASS	biopsy	16S	not stated	human	cross-sectional-CRC-only-stratified-by-recurrence	CRC-stage-III	tumor+adjacent tissue; no stool	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37965445.md
38027096	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	PASS	thyroid-tumor-tissue	host-tumor-RNA-Seq-with-IPD	not stated	human	other-cross-sectional-multi-tumor	thyroid-cancer	tumor RNA-Seq with pathogen detection	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38027096.md
38074097	OUT-OF-SCOPE	HIGH	FAIL	FAIL	FAIL	NOT-STATED	PASS	oral-microbiome-GWAS	MR-on-public-GWAS	not stated	human	other-mendelian-randomization	7-cancers-including-CRC	MR on public GWAS summary stats	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38074097.md
38138101	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	PARTIAL	oral-cavity	16S	not stated	mixed-human-and-mouse	other-oral-cancer-tissue	oral-pharyngeal-cancer		/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38138101.md
38375206	IN-SCOPE	HIGH	PASS	PASS	PASS	NOT-STATED	PASS	stool	mixed-shotgun-and-16S	not stated (Illumina implied)	human	cross-sectional-case-control	LS-CRC+LS-precancerous+HC	pilot WGS n=34 + validation 16S n=150; Lynch syndrome families	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38375206.md
