pmid	verdict	confidence	c1_primary	c2_stool_metagen	c3_case_control	c4_illumina	c5_human	substrate	technology	platform	species	design	disease	mixed_content	reasoning_path
34046355	OUT-OF-SCOPE	HIGH	PASS	FAIL	PASS	PASS	PASS	mucosal(seq)+stool(qPCR-only)	16S+qPCR	Illumina MiSeq	human	cross-sectional-case-control	HC-CRA-LST-CRC	16S-seq-mucosal-only-stool-qPCR-only	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34046355.md
34188781	OUT-OF-SCOPE	HIGH	PASS	FAIL	PARTIAL	PASS	PASS	fresh-tumor-tissue+non-tumor-adjacent	16S+targeted-panel	Illumina MiSeq+NextSeq	human	tumor-vs-adjacent-CRC-only	CRC	tissue-only-CRC-only-no-healthy	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34188781.md
34298766	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	FAIL	PASS	peripheral-blood	qPCR-only	NA	human	intervention-chemo-duration	stage-III-CRC	blood-qPCR-not-microbiome-sequencing	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34298766.md
34418587	OUT-OF-SCOPE	HIGH	PASS	PARTIAL	FAIL	NOT-STATED	FAIL	mouse-stool+human-tumor-tissue	16S+microarray	unspecified	mixed-human-and-mouse	mouse-intervention+human-confirmation	CRC-mouse-model	mouse-model-with-human-tumor-tissue-confirmation	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34418587.md
34447694	IN-SCOPE	HIGH	PASS	PASS	PASS	PASS	PASS	stool	16S	Illumina MiSeq	human	cross-sectional-case-control	CRC		/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34447694.md
34573430	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	PASS	host-germline	human-WGS	unspecified	human	variant-discovery	CRC-early-onset	host-genome-not-microbiome	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34573430.md
34603035	OUT-OF-SCOPE	MEDIUM	PASS	PASS	FAIL	NOT-STATED	FAIL	stool	16S	unspecified	mouse	intervention	CRC-mouse-model	mouse-drug-intervention-A-muciniphila-supplement-only	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34603035.md
34650531	OUT-OF-SCOPE	HIGH	PASS	FAIL	PARTIAL	PASS	PASS	FFPE-tissue	16S	Illumina MiSeq	human	tumor-vs-adjacent-proximal-vs-distal	CRC-anatomical-stratified	tissue-only-CRC-only	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34650531.md
34795654	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	PASS	colon-tissue+mouse	no-sequencing	unspecified	mixed-human-and-mouse	mechanistic-mouse+tissue-confirmation	UC-dysplasia-CAC	UC-not-CRC	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34795654.md
34867387	OUT-OF-SCOPE	HIGH	PASS	PASS	FAIL	NOT-STATED	FAIL	stool	16S	unspecified	mouse	intervention	UC-mouse-model	mouse-DSS-colitis-TCM-intervention	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34867387.md
34946141	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	PASS	Campylobacter-isolates+reused-16S	isolate-WGS	unspecified	human	case-series-Campylobacter-infection	Campylobacter-not-CRC	isolate-WGS-plus-reused-16S-CRC-cell-line-only	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34946141.md
34988460	OUT-OF-SCOPE	HIGH	FAIL	FAIL	PARTIAL	NOT-STATED	PASS	tumor-RNA-Seq(reused)	meta-transcriptomic	unspecified	human	consensus-meta-analysis	CRC	reanalysis-TCGA-COAD-plus-GEO	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34988460.md
35056490	PARTIAL	HIGH	PASS	PARTIAL	PARTIAL	PASS	PASS	stool+mucosa	16S	Illumina MiSeq	human	CRC-only-stratified-by-postop-complications	CRC	paired-fecal-mucosal-CRC-only	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35056490.md
35185821	OUT-OF-SCOPE	HIGH	PASS	PASS	FAIL	NOT-STATED	FAIL	stool	16S	unspecified	mouse	intervention-HFD-vs-HFD-Atorvastatin	statin-metabolic	mouse-drug-intervention-not-CRC	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35185821.md
35265196	OUT-OF-SCOPE	HIGH	PASS	PASS	FAIL	PASS	PASS	stool	shotgun-WGS	Illumina PE150	human	cross-sectional-case-control	RNET-rectal-neuroendocrine-tumor	RNET-not-CRC-adenocarcinoma	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35265196.md
35953094	IN-SCOPE	HIGH	PASS	PASS	PASS	PASS	PASS	stool	shotgun-WGS	Illumina NovaSeq 6000	human	cross-sectional-case-control	CRC-EO-LO	early-and-late-onset-strata-plus-validation	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35953094.md
36522829	PARTIAL	MEDIUM	PARTIAL	PASS	PASS	PASS	PASS	stool	shotgun-WGS	Illumina HiSeq 2500	human	cross-sectional-case-control	CRC	reuses-Yachida-2019-cohort	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36522829.md
36786568	OUT-OF-SCOPE	MEDIUM	PASS	FAIL	PARTIAL	NOT-STATED	PASS	colon-tissue	16S+scRNA-Seq	unspecified	human	TMB-ICI-stratified	CRC	tissue-only-supp-figs-only	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36786568.md
36960042	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	FAIL	PASS	tumor-tissue	qPCR-only	NA	human	CRC-only-FN-stratified	CRC-stage-III	tissue-qPCR-not-microbiome-seq	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36960042.md
37003965	OUT-OF-SCOPE	HIGH	FAIL	PASS	PARTIAL	NOT-STATED	PASS	stool(source)	shotgun-WGS(source)	NA	human	ML-classifier-development	CRC-IBD-benchmarks	methods-paper-public-benchmarks	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37003965.md
37095272	PARTIAL	MEDIUM	PASS	PARTIAL	PASS	NOT-STATED	PASS	mixed-fecal+mucosal	16S	unspecified	human	cross-sectional-case-control	CRC+adenoma+HC	fecal-subcohort-in-scope-mucosal-out-supplement-only	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37095272.md
37175647	OUT-OF-SCOPE	HIGH	PASS	FAIL	PARTIAL	NOT-STATED	PASS	blood-germline	host-WGS	unspecified	human	variant-frequency-case-control	CRC-breast-ovarian	host-genome-not-microbiome	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37175647.md
37241995	OUT-OF-SCOPE	HIGH	PASS	FAIL	FAIL	NOT-STATED	FAIL	insect-endosymbionts	16S-Sanger-species-ID	NA	insect+human-cell-line	in-vitro-bioactivity	NA	insect-endosymbionts-Hct116-cell-line-target	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37241995.md
37313408	UNCERTAIN	LOW	NOT-STATED	NOT-STATED	NOT-STATED	NOT-STATED	NOT-STATED	unknown	unknown	unknown	unknown	unknown	unknown	text-extract-broken	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37313408.md
37344611	OUT-OF-SCOPE	HIGH	PASS	FAIL	PARTIAL	PASS	PASS	colon-biopsy	16S+18S	Illumina NovaSeq 6000	human	cross-sectional-case-control	CRC+IBD+healthy	tissue-only-no-stool	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37344611.md
37458451	UNCERTAIN	LOW	NOT-STATED	NOT-STATED	NOT-STATED	NOT-STATED	NOT-STATED	unknown	unknown	unknown	likely-rat-F344-LEW	unknown	unknown	text-extract-broken-rat-strain-labels-only	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37458451.md
37509218	OUT-OF-SCOPE	HIGH	PASS	FAIL	PASS	NOT-STATED	PASS	colonic-mucosal-biopsy	VLP-shotgun-virome	unspecified	human	cross-sectional-case-control	CRC	mucosal-virome-not-stool-bacteria	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37509218.md
37558206	PARTIAL	HIGH	PASS	PARTIAL	PASS	PASS	PASS	mixed-feces+saliva+subgingival+tumor	16S+RNA-Seq	Illumina MiSeq(+MinION-for-isolates)	human	cross-sectional-case-control	CRC	fecal-subcohort-in-scope-others-out	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37558206.md
37601681	OUT-OF-SCOPE	HIGH	PASS	PASS	PASS	FAIL	PASS	stool	shotgun-WGS	MGISEQ-2000	human	cross-sectional-case-control	CRC	MGI-not-Illumina	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37601681.md
37641475	OUT-OF-SCOPE	HIGH	PASS	FAIL	PASS	PASS	PASS	colorectal-tissue	shotgun-WGS+RNA-Seq	Illumina NovaSeq	human	cross-sectional-case-control	CRC	tissue-only-no-stool	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37641475.md
37702461	OUT-OF-SCOPE	HIGH	PASS	PASS	FAIL	PASS	PASS	stool	shotgun-WGS	Illumina NovaSeq 6000	human	cross-sectional-pre-vs-post-bariatric-surgery	obesity-CRC-risk	bariatric-surgery-not-CRC	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37702461.md
37795995	IN-SCOPE	HIGH	PASS	PASS	PASS	PASS	PASS	stool(microbiome)+PB(TCR)	shotgun-WGS+TCR-Seq+exome	Illumina HiSeq/NovaSeq	human	cross-sectional-case-control	CRC	fecal-metagenomics-plus-TCR-plus-exome-multiomic	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37795995.md
37832390	OUT-OF-SCOPE	HIGH	PASS	FAIL	PARTIAL	FAIL	PASS	plasma	methylation-PCR-melt	NA	human	case-control-methylation-biomarker	CRC	plasma-methylation-not-microbiome	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37832390.md
37894412	OUT-OF-SCOPE	HIGH	PASS	FAIL	PASS	PARTIAL	PASS	mucosal-biopsy	16S-SR+LR	Illumina+PacBio	human	cross-sectional-case-control	bowel-polyps	tissue-only-Illumina-plus-PacBio	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37894412.md
38004753	OUT-OF-SCOPE	HIGH	FAIL	PASS	PARTIAL	NOT-STATED	PASS	stool(source)	shotgun-WGS(source)	unspecified	human	cross-study-meta-analysis	CRC	reanalysis-of-published-CRC-metagenomes	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38004753.md
38030613	UNCERTAIN	LOW	NOT-STATED	NOT-STATED	NOT-STATED	NOT-STATED	PASS	unknown-likely-host-tumor	host-mutation-signatures-likely	unspecified	human-inferred	unknown	CRC-EPICC	supp-data-only-EPICC-cohort-cancer-evolution	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38030613.md
38075911	OUT-OF-SCOPE	HIGH	FAIL	PASS	PARTIAL	NOT-STATED	PASS	stool(source)	shotgun-WGS+16S(source)	unspecified	human	ML-classifier-development	CRC-IBD-T2D-benchmarks	methods-paper-public-benchmarks	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38075911.md
38201530	IN-SCOPE	HIGH	PASS	PASS	PASS	PASS	PASS	stool	16S	Illumina NovaSeq 6000	human	cross-sectional-case-control	colorectal-polyps-hyperplastic-adenoma-dysplasia		/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38201530.md
38455360	OUT-OF-SCOPE	HIGH	FAIL	PASS	PARTIAL	NOT-STATED	PASS	stool(source)	shotgun-WGS(source)	unspecified	human	ML-classifier-validation	CRC-CRA	reanalysis-of-6-published-CRC-CRA-cohorts	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_38455360.md
